No.,회계연도,소관명,회계명,계정명,수입관명,수입항명,수입목명,수입구분명,정부안금액(천원),국회확정금액(천원)
"1","2026","감사원","일반회계","","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","50,000",0
"2","2026","감사원","일반회계","","수입대체경비수입","잡수입","기타잡수입","일반수입","636,000",0
"3","2026","감사원","일반회계","","재산수입","관유물대여료","건물대여료","일반수입","12,000",0
"4","2026","감사원","일반회계","","재산수입","관유물대여료","토지대여료","일반수입","1,000",0
"5","2026","감사원","일반회계","","재화및용역판매수입","잡수입","기타잡수입","일반수입","116,000",0
"6","2026","개인정보보호위원회","일반회계","","경상이전수입","가산금","가산금","일반수입","18,000",0
"7","2026","개인정보보호위원회","일반회계","","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","1,329,000",0
"8","2026","개인정보보호위원회","일반회계","","경상이전수입","벌금,몰수금및과태료","과징금","일반수입","49,909,000",0
"9","2026","개인정보보호위원회","일반회계","","경상이전수입","벌금,몰수금및과태료","과태료","일반수입","746,000",0
"10","2026","개인정보보호위원회","일반회계","","경상이전수입","변상금및위약금","위약금","일반수입","1,000",0
"11","2026","개인정보보호위원회","일반회계","","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","129,000",0
"12","2026","개인정보보호위원회","일반회계","","재화및용역판매수입","면허료및수수료","면허료및수수료","일반수입","1,000",0
"13","2026","개인정보보호위원회","일반회계","","재화및용역판매수입","잡수입","기타잡수입","일반수입","1,000",0
"14","2026","경찰청","경찰병원","손익계정","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","40,000",0
"15","2026","경찰청","경찰병원","손익계정","경상이전수입","변상금및위약금","위약금","일반수입","6,000",0
"16","2026","경찰청","경찰병원","손익계정","관유물매각대","고정자산매각대","기타고정자산매각대","일반수입","25,000",0
"17","2026","경찰청","경찰병원","손익계정","기업특별회계영업수입","책임운영기관사업수입","책임운영기관사업수입","일반수입","30,144,000",0
"18","2026","경찰청","경찰병원","손익계정","세계잉여금","세계잉여금이입액","전년도세계잉여금","보전수입","4,151,000",0
"19","2026","경찰청","경찰병원","손익계정","재산수입","관유물대여료","건물대여료","일반수입","113,000",0
"20","2026","경찰청","경찰병원","손익계정","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","1,000",0
"21","2026","경찰청","경찰병원","손익계정","재화및용역판매수입","병원수입","병원수입","일반수입","6,363,000",0
"22","2026","경찰청","경찰병원","손익계정","재화및용역판매수입","잡수입","기타잡수입","일반수입","40,000",0
"23","2026","경찰청","경찰병원","손익계정","정부내부수입및기타","전입금","일반회계전입금","내부거래수입(회계간거래)","52,208,000",0
"24","2026","경찰청","경찰병원","자본계정","세계잉여금","세계잉여금이입액","전년도세계잉여금","보전수입","833,000",0
"25","2026","경찰청","경찰병원","자본계정","정부내부수입및기타","기타","감가상각비전입금","내부거래수입(회계내 계정간 거래)","1,000",0
"26","2026","경찰청","경찰병원","자본계정","정부내부수입및기타","기타","당기순이익전입금","내부거래수입(회계내 계정간 거래)","1,000",0
"27","2026","경찰청","경찰병원","자본계정","정부내부수입및기타","전입금","일반회계전입금","내부거래수입(회계간거래)","786,000",0
"28","2026","경찰청","일반회계","","경상이전수입","가산금","가산금","일반수입","32,890,000",0
"29","2026","경찰청","일반회계","","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","17,465,000",0
"30","2026","경찰청","일반회계","","경상이전수입","벌금,몰수금및과태료","과태료","일반수입","1,327,026,000",0
"31","2026","경찰청","일반회계","","경상이전수입","벌금,몰수금및과태료","벌금및과료","일반수입","84,079,000",0
"32","2026","경찰청","일반회계","","경상이전수입","벌금,몰수금및과태료","징계부과금","일반수입","148,000",0
"33","2026","경찰청","일반회계","","경상이전수입","변상금및위약금","변상금","일반수입","139,000",0
"34","2026","경찰청","일반회계","","경상이전수입","변상금및위약금","위약금","일반수입","682,000",0
"35","2026","경찰청","일반회계","","관유물매각대","고정자산매각대","기계기구매각대","일반수입","2,980,000",0
"36","2026","경찰청","일반회계","","관유물매각대","고정자산매각대","기타고정자산매각대","일반수입","378,000",0
"37","2026","경찰청","일반회계","","관유물매각대","토지및무형자산매각대","토지매각대","일반수입","800,000",0
"38","2026","경찰청","일반회계","","재산수입","관유물대여료","건물대여료","일반수입","1,546,000",0
"39","2026","경찰청","일반회계","","재산수입","관유물대여료","기타관유물대여료","일반수입","1,000",0
"40","2026","경찰청","일반회계","","재산수입","관유물대여료","토지대여료","일반수입","1,569,000",0
"41","2026","경찰청","일반회계","","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","612,000",0
"42","2026","경찰청","일반회계","","재화및용역판매수입","면허료및수수료","면허료및수수료","일반수입","616,000",0
"43","2026","경찰청","일반회계","","재화및용역판매수입","입학금및수업료","수업료","일반수입","473,000",0
"44","2026","경찰청","일반회계","","재화및용역판매수입","잡수입","기타잡수입","일반수입","4,886,000",0
"45","2026","고용노동부","고용보험기금","","경상이전수입","가산금","가산금","일반수입","3,448,000",0
"46","2026","고용노동부","고용보험기금","","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","213,547,000",0
"47","2026","고용노동부","고용보험기금","","사회보장기여금","사회보장기여금","고용주부담금","일반수입","12,884,258,000",0
"48","2026","고용노동부","고용보험기금","","사회보장기여금","사회보장기여금","피고용자분담금","일반수입","8,381,538,000",0
"49","2026","고용노동부","고용보험기금","","융자및전대차관원금회수","융자원금회수","기타민간융자원금회수","일반수입","104,294,000",0
"50","2026","고용노동부","고용보험기금","","재산수입","관유물대여료","건물대여료","일반수입","347,000",0
"51","2026","고용노동부","고용보험기금","","재산수입","기타이자수입및재산수입","기타민간이자수입","일반수입","1,500,000",0
"52","2026","고용노동부","고용보험기금","","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","46,875,000",0
"53","2026","고용노동부","고용보험기금","","재산수입","기타이자수입및재산수입","기타재산이자외수입","일반수입","204,385,000",0
"54","2026","고용노동부","고용보험기금","","재화및용역판매수입","잡수입","기타영업외잡수익","일반수입","30,000",0
"55","2026","고용노동부","고용보험기금","","재화및용역판매수입","잡수입","기타잡수입","일반수입","60,000",0
"56","2026","고용노동부","고용보험기금","","정부내부수입및기타","예수금","기금예수금","내부거래수입(기금간거래)","750,000,000",0
"57","2026","고용노동부","고용보험기금","","정부내부수입및기타","예탁이자수입","기금예탁이자수입","내부거래수입(기금간거래)","30,000,000",0
"58","2026","고용노동부","고용보험기금","","정부내부수입및기타","전입금","일반회계전입금","내부거래수입(예산=>기금간거래)","600,000,000",0
"59","2026","고용노동부","고용보험기금","","차입금및여유자금회수","정부예금회수","비통화금융기관예치금회수","보전수입","4,290,526,000",0
"60","2026","고용노동부","고용보험기금","","차입금및여유자금회수","정부예금회수","한국은행예치금회수","보전수입","100,000,000",0
"61","2026","고용노동부","근로복지진흥기금","신용보증사업계정","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","8,272,000",0
"62","2026","고용노동부","근로복지진흥기금","신용보증사업계정","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","31,000",0
"63","2026","고용노동부","근로복지진흥기금","신용보증사업계정","재화및용역판매수입","면허료및수수료","면허료및수수료","일반수입","9,450,000",0
"64","2026","고용노동부","근로복지진흥기금","신용보증사업계정","정부내부수입및기타","전입금","계정간전입금","내부거래수입(기금내 계정간 거래)","40,172,000",0
"65","2026","고용노동부","근로복지진흥기금","신용보증사업계정","차입금및여유자금회수","정부예금회수","비통화금융기관예치금회수","보전수입","2,012,000",0
"66","2026","고용노동부","근로복지진흥기금","실업대책사업계정","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","270,000",0
"67","2026","고용노동부","근로복지진흥기금","실업대책사업계정","정부내부수입및기타","예탁원금회수","기금예탁원금회수","내부거래수입(기금간거래)","40,000,000",0
"68","2026","고용노동부","근로복지진흥기금","실업대책사업계정","정부내부수입및기타","예탁이자수입","기금예탁이자수입","내부거래수입(기금간거래)","1,200,000",0
"69","2026","고용노동부","근로복지진흥기금","실업대책사업계정","차입금및여유자금회수","정부예금회수","비통화금융기관예치금회수","보전수입","7,632,000",0
"70","2026","고용노동부","근로복지진흥기금","실업대책사업계정","차입금및여유자금회수","정부예금회수","통화금융기관예치금회수","보전수입","2,000",0
"71","2026","고용노동부","근로복지진흥기금","중소복지계정","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","100,000",0
"72","2026","고용노동부","근로복지진흥기금","중소복지계정","융자및전대차관원금회수","융자원금회수","기타민간융자원금회수","일반수입","150,816,000",0
"73","2026","고용노동부","근로복지진흥기금","중소복지계정","재산수입","기타이자수입및재산수입","기타민간이자수입","일반수입","4,254,000",0
"74","2026","고용노동부","근로복지진흥기금","중소복지계정","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","5,199,000",0
"75","2026","고용노동부","근로복지진흥기금","중소복지계정","재화및용역판매수입","잡수입","기타잡수입","일반수입","3,344,000",0
"76","2026","고용노동부","근로복지진흥기금","중소복지계정","정부내부수입및기타","예탁원금회수","기금예탁원금회수","내부거래수입(기금간거래)","20,000,000",0
"77","2026","고용노동부","근로복지진흥기금","중소복지계정","정부내부수입및기타","예탁이자수입","기금예탁이자수입","내부거래수입(기금간거래)","600,000",0
"78","2026","고용노동부","근로복지진흥기금","중소복지계정","정부내부수입및기타","전입금","기금전입금","내부거래수입(기금간거래)","60,628,000",0
"79","2026","고용노동부","근로복지진흥기금","중소복지계정","차입금및여유자금회수","정부예금회수","비통화금융기관예치금회수","보전수입","186,923,000",0
"80","2026","고용노동부","근로복지진흥기금","중소복지계정","차입금및여유자금회수","정부예금회수","통화금융기관예치금회수","보전수입","1,000,000",0
"81","2026","고용노동부","산업재해보상보험및예방기금","","경상이전수입","가산금","가산금","일반수입","6,634,000",0
"82","2026","고용노동부","산업재해보상보험및예방기금","","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","110,975,000",0
"83","2026","고용노동부","산업재해보상보험및예방기금","","경상이전수입","벌금,몰수금및과태료","과징금","일반수입","12,000",0
"84","2026","고용노동부","산업재해보상보험및예방기금","","사회보장기여금","사회보장기여금","고용주부담금","일반수입","9,818,176,000",0
"85","2026","고용노동부","산업재해보상보험및예방기금","","사회보장기여금","사회보장기여금","피고용자분담금","일반수입","288,059,000",0
"86","2026","고용노동부","산업재해보상보험및예방기금","","융자및전대차관원금회수","융자원금회수","기타민간융자원금회수","일반수입","270,068,000",0
"87","2026","고용노동부","산업재해보상보험및예방기금","","재산수입","관유물대여료","건물대여료","일반수입","132,000",0
"88","2026","고용노동부","산업재해보상보험및예방기금","","재산수입","관유물대여료","토지대여료","일반수입","1,120,000",0
"89","2026","고용노동부","산업재해보상보험및예방기금","","재산수입","기타이자수입및재산수입","기타민간이자수입","일반수입","10,857,000",0
"90","2026","고용노동부","산업재해보상보험및예방기금","","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","22,694,000",0
"91","2026","고용노동부","산업재해보상보험및예방기금","","재산수입","기타이자수입및재산수입","기타재산이자외수입","일반수입","964,171,000",0
"92","2026","고용노동부","산업재해보상보험및예방기금","","재화및용역판매수입","잡수입","기타잡수입","일반수입","13,351,000",0
"93","2026","고용노동부","산업재해보상보험및예방기금","","정부내부수입및기타","예탁원금회수","기금예탁원금회수","내부거래수입(기금간거래)","4,850,000,000",0
"94","2026","고용노동부","산업재해보상보험및예방기금","","정부내부수입및기타","예탁이자수입","기금예탁이자수입","내부거래수입(기금간거래)","148,439,000",0
"95","2026","고용노동부","산업재해보상보험및예방기금","","정부내부수입및기타","전입금","일반회계전입금","내부거래수입(예산=>기금간거래)","31,300,000",0
"96","2026","고용노동부","산업재해보상보험및예방기금","","차입금및여유자금회수","정부예금회수","비통화금융기관예치금회수","보전수입","4,340,236,000",0
"97","2026","고용노동부","산업재해보상보험및예방기금","","차입금및여유자금회수","정부예금회수","한국은행예치금회수","보전수입","23,949,000",0
"98","2026","고용노동부","일반회계","","경상이전수입","가산금","가산금","일반수입","271,000",0
"99","2026","고용노동부","일반회계","","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","267,594,000",0
"100","2026","고용노동부","일반회계","","경상이전수입","벌금,몰수금및과태료","과징금","일반수입","3,803,000",0
"101","2026","고용노동부","일반회계","","경상이전수입","벌금,몰수금및과태료","과태료","일반수입","49,255,000",0
"102","2026","고용노동부","일반회계","","경상이전수입","벌금,몰수금및과태료","징계부과금","일반수입","170,000",0
"103","2026","고용노동부","일반회계","","경상이전수입","변상금및위약금","위약금","일반수입","10,000",0
"104","2026","고용노동부","일반회계","","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","5,192,000",0
"105","2026","고용노동부","일반회계","","재화및용역판매수입","면허료및수수료","면허료및수수료","일반수입","11,000",0
"106","2026","고용노동부","일반회계","","재화및용역판매수입","잡수입","기타잡수입","일반수입","139,000",0
"107","2026","고용노동부","임금채권보장기금","","경상이전수입","가산금","가산금","일반수입","132,000",0
"108","2026","고용노동부","임금채권보장기금","","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","170,716,000",0
"109","2026","고용노동부","임금채권보장기금","","경상이전수입","기타경상이전수입","법정부담금","일반수입","440,883,000",0
"110","2026","고용노동부","임금채권보장기금","","융자및전대차관원금회수","융자원금회수","기타민간융자원금회수","일반수입","73,759,000",0
"111","2026","고용노동부","임금채권보장기금","","재산수입","기타이자수입및재산수입","기타민간이자수입","일반수입","3,663,000",0
"112","2026","고용노동부","임금채권보장기금","","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","2,859,000",0
"113","2026","고용노동부","임금채권보장기금","","재산수입","기타이자수입및재산수입","기타재산이자외수입","일반수입","21,970,000",0
"114","2026","고용노동부","임금채권보장기금","","정부내부수입및기타","예수금","기금예수금","내부거래수입(기금간거래)","57,000,000",0
"115","2026","고용노동부","임금채권보장기금","","정부내부수입및기타","전입금","일반회계전입금","내부거래수입(예산=>기금간거래)","82,000",0
"116","2026","고용노동부","임금채권보장기금","","차입금및여유자금회수","정부예금회수","비통화금융기관예치금회수","보전수입","121,127,000",0
"117","2026","고용노동부","임금채권보장기금","","차입금및여유자금회수","정부예금회수","한국은행예치금회수","보전수입","4,671,000",0
"118","2026","고용노동부","장애인고용촉진및직업재활기금","","경상이전수입","가산금","가산금","일반수입","1,359,000",0
"119","2026","고용노동부","장애인고용촉진및직업재활기금","","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","20,189,000",0
"120","2026","고용노동부","장애인고용촉진및직업재활기금","","경상이전수입","기타경상이전수입","법정부담금","일반수입","1,012,286,000",0
"121","2026","고용노동부","장애인고용촉진및직업재활기금","","융자및전대차관원금회수","융자원금회수","기타민간융자원금회수","일반수입","7,503,000",0
"122","2026","고용노동부","장애인고용촉진및직업재활기금","","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","2,844,000",0
"123","2026","고용노동부","장애인고용촉진및직업재활기금","","재산수입","기타이자수입및재산수입","기타재산이자외수입","일반수입","50,889,000",0
"124","2026","고용노동부","장애인고용촉진및직업재활기금","","정부내부수입및기타","예탁원금회수","기금예탁원금회수","내부거래수입(기금간거래)","700,000,000",0
"125","2026","고용노동부","장애인고용촉진및직업재활기금","","정부내부수입및기타","예탁이자수입","기금예탁이자수입","내부거래수입(기금간거래)","17,929,000",0
"126","2026","고용노동부","장애인고용촉진및직업재활기금","","차입금및여유자금회수","정부예금회수","비통화금융기관예치금회수","보전수입","697,898,000",0
"127","2026","고용노동부","장애인고용촉진및직업재활기금","","차입금및여유자금회수","정부예금회수","한국은행예치금회수","보전수입","1,157,000",0
"128","2026","고용노동부","지역균형발전특별회계","제주특별자치도계정","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","2,632,000",0
"129","2026","고용노동부","지역균형발전특별회계","제주특별자치도계정","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","23,000",0
"130","2026","고용노동부","지역균형발전특별회계","지역지원계정","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","30,869,000",0
"131","2026","고용노동부","지역균형발전특별회계","지역지원계정","경상이전수입","벌금,몰수금및과태료","과징금","일반수입","56,000",0
"132","2026","고용노동부","지역균형발전특별회계","지역지원계정","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","1,303,000",0
"133","2026","공정거래위원회","일반회계","","경상이전수입","가산금","가산금","일반수입","496,000",0
"134","2026","공정거래위원회","일반회계","","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","1,407,000",0
"135","2026","공정거래위원회","일반회계","","경상이전수입","벌금,몰수금및과태료","과징금","일반수입","605,069,000",0
"136","2026","공정거래위원회","일반회계","","경상이전수입","벌금,몰수금및과태료","과태료","일반수입","2,705,000",0
"137","2026","공정거래위원회","일반회계","","경상이전수입","변상금및위약금","위약금","일반수입","1,000",0
"138","2026","공정거래위원회","일반회계","","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","6,000",0
"139","2026","과학기술정보통신부","과학기술진흥기금","","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","2,376,000",0
"140","2026","과학기술정보통신부","과학기술진흥기금","","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","3,163,000",0
"141","2026","과학기술정보통신부","과학기술진흥기금","","정부내부수입및기타","전입금","기금전입금","내부거래수입(기금간거래)","114,974,000",0
"142","2026","과학기술정보통신부","과학기술진흥기금","","차입금및여유자금회수","정부예금회수","비통화금융기관예치금회수","보전수입","2,530,000",0
"143","2026","과학기술정보통신부","국립과천과학관","손익계정","기업특별회계영업수입","책임운영기관사업수입","책임운영기관사업수입","일반수입","4,150,000",0
"144","2026","과학기술정보통신부","국립과천과학관","손익계정","세계잉여금","세계잉여금이입액","전년도세계잉여금","보전수입","1,223,000",0
"145","2026","과학기술정보통신부","국립과천과학관","손익계정","재산수입","관유물대여료","건물대여료","일반수입","754,000",0
"146","2026","과학기술정보통신부","국립과천과학관","손익계정","재산수입","관유물대여료","토지대여료","일반수입","40,000",0
"147","2026","과학기술정보통신부","국립과천과학관","손익계정","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","1,000",0
"148","2026","과학기술정보통신부","국립과천과학관","손익계정","재화및용역판매수입","잡수입","기타잡수입","일반수입","191,000",0
"149","2026","과학기술정보통신부","국립과천과학관","손익계정","정부내부수입및기타","전입금","일반회계전입금","내부거래수입(회계간거래)","26,058,000",0
"150","2026","과학기술정보통신부","국립과천과학관","자본계정","세계잉여금","세계잉여금이입액","전년도세계잉여금","보전수입","550,000",0
"151","2026","과학기술정보통신부","국립과천과학관","자본계정","정부내부수입및기타","기타","감가상각비전입금","내부거래수입(회계내 계정간 거래)","1,500,000",0
"152","2026","과학기술정보통신부","국립과천과학관","자본계정","정부내부수입및기타","기타","당기순이익전입금","내부거래수입(회계내 계정간 거래)","1,000",0
"153","2026","과학기술정보통신부","국립과천과학관","자본계정","정부내부수입및기타","전입금","일반회계전입금","내부거래수입(회계간거래)","9,926,000",0
"154","2026","과학기술정보통신부","국립중앙과학관","손익계정","기업특별회계영업수입","책임운영기관사업수입","책임운영기관사업수입","일반수입","1,130,000",0
"155","2026","과학기술정보통신부","국립중앙과학관","손익계정","재산수입","관유물대여료","건물대여료","일반수입","155,000",0
"156","2026","과학기술정보통신부","국립중앙과학관","손익계정","재산수입","관유물대여료","토지대여료","일반수입","5,000",0
"157","2026","과학기술정보통신부","국립중앙과학관","손익계정","재산수입","기타이자수입및재산수입","기타재산이자외수입","일반수입","14,000",0
"158","2026","과학기술정보통신부","국립중앙과학관","손익계정","재화및용역판매수입","잡수입","기타잡수입","일반수입","165,000",0
"159","2026","과학기술정보통신부","국립중앙과학관","손익계정","정부내부수입및기타","전입금","일반회계전입금","내부거래수입(회계간거래)","30,630,000",0
"160","2026","과학기술정보통신부","국립중앙과학관","자본계정","관유물매각대","고정자산매각대","기타고정자산매각대","일반수입","2,000",0
"161","2026","과학기술정보통신부","국립중앙과학관","자본계정","세계잉여금","세계잉여금이입액","전년도세계잉여금","보전수입","790,000",0
"162","2026","과학기술정보통신부","국립중앙과학관","자본계정","정부내부수입및기타","기타","감가상각비전입금","내부거래수입(회계내 계정간 거래)","1,131,000",0
"163","2026","과학기술정보통신부","국립중앙과학관","자본계정","정부내부수입및기타","기타","당기순이익전입금","내부거래수입(회계내 계정간 거래)","1,000",0
"164","2026","과학기술정보통신부","국립중앙과학관","자본계정","정부내부수입및기타","전입금","일반회계전입금","내부거래수입(회계간거래)","9,011,000",0
"165","2026","과학기술정보통신부","방송통신발전기금","","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","21,645,000",0
"166","2026","과학기술정보통신부","방송통신발전기금","","경상이전수입","기타경상이전수입","법정부담금","일반수입","848,525,000",0
"167","2026","과학기술정보통신부","방송통신발전기금","","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","3,133,000",0
"168","2026","과학기술정보통신부","방송통신발전기금","","차입금및여유자금회수","정부예금회수","비통화금융기관예치금회수","보전수입","124,564,000",0
"169","2026","과학기술정보통신부","방송통신발전기금","","차입금및여유자금회수","정부예금회수","통화금융기관예치금회수","보전수입","757,000",0
"170","2026","과학기술정보통신부","우체국보험특별회계","","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","400,000",0
"171","2026","과학기술정보통신부","우체국보험특별회계","","경상이전수입","변상금및위약금","위약금","일반수입","10,000",0
"172","2026","과학기술정보통신부","우체국보험특별회계","","재화및용역판매수입","잡수입","기타잡수입","일반수입","50,000",0
"173","2026","과학기술정보통신부","우체국보험특별회계","","재화및용역판매수입","잡수입","부가보험료","일반수입","998,924,000",0
"174","2026","과학기술정보통신부","우체국예금특별회계","손익계정","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","700,000",0
"175","2026","과학기술정보통신부","우체국예금특별회계","손익계정","경상이전수입","변상금및위약금","위약금","일반수입","10,000",0
"176","2026","과학기술정보통신부","우체국예금특별회계","손익계정","기업특별회계영업수입","우정사업수입","금융영업이자수입","일반수입","3,335,200,000",0
"177","2026","과학기술정보통신부","우체국예금특별회계","손익계정","기업특별회계영업수입","우정사업수입","금융영업이자외수입","일반수입","88,506,000",0
"178","2026","과학기술정보통신부","우체국예금특별회계","손익계정","세계잉여금","세계잉여금이입액","전년도세계잉여금","보전수입","318,872,000",0
"179","2026","과학기술정보통신부","우체국예금특별회계","손익계정","재산수입","관유물대여료","건물대여료","일반수입","70,000",0
"180","2026","과학기술정보통신부","우체국예금특별회계","손익계정","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","5,000",0
"181","2026","과학기술정보통신부","우체국예금특별회계","손익계정","재산수입","기타이자수입및재산수입","기타재산이자외수입","일반수입","5,000",0
"182","2026","과학기술정보통신부","우체국예금특별회계","손익계정","재화및용역판매수입","잡수입","기타영업외잡수익","일반수입","200,000",0
"183","2026","과학기술정보통신부","우체국예금특별회계","손익계정","정부내부수입및기타","예탁원금회수","기금예탁원금회수","내부거래수입(기금=>예산간거래)","1,491,955,000",0
"184","2026","과학기술정보통신부","우체국예금특별회계","손익계정","정부내부수입및기타","예탁이자수입","기금예탁이자수입","내부거래수입(기금=>예산간거래)","162,587,000",0
"185","2026","과학기술정보통신부","우체국예금특별회계","손익계정","정부내부수입및기타","전입금","특별회계전입금","내부거래수입(회계간거래)","94,418,000",0
"186","2026","과학기술정보통신부","우체국예금특별회계","자본계정","관유물매각대","고정자산매각대","기계기구매각대","일반수입","50,000",0
"187","2026","과학기술정보통신부","우체국예금특별회계","자본계정","관유물매각대","재고자산매각대및유동자산","유동자산매각대","일반수입","23,000",0
"188","2026","과학기술정보통신부","우체국예금특별회계","자본계정","기업특별회계영업수입","우정사업수입","금융영업이자수입","일반수입","7,000",0
"189","2026","과학기술정보통신부","우체국예금특별회계","자본계정","세계잉여금","세계잉여금이입액","전년도세계잉여금","보전수입","6,806,000",0
"190","2026","과학기술정보통신부","우체국예금특별회계","자본계정","정부내부수입및기타","전입금","계정간전입금","내부거래수입(회계내 계정간 거래)","57,245,000",0
"191","2026","과학기술정보통신부","우편사업특별회계","손익계정","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","3,713,000",0
"192","2026","과학기술정보통신부","우편사업특별회계","손익계정","경상이전수입","변상금및위약금","변상금","일반수입","285,000",0
"193","2026","과학기술정보통신부","우편사업특별회계","손익계정","경상이전수입","변상금및위약금","위약금","일반수입","295,000",0
"194","2026","과학기술정보통신부","우편사업특별회계","손익계정","기업특별회계영업수입","우정사업수입","수탁영업수입","일반수입","45,800,000",0
"195","2026","과학기술정보통신부","우편사업특별회계","손익계정","기업특별회계영업수입","우정사업수입","우편사업수입","일반수입","3,014,269,000",0
"196","2026","과학기술정보통신부","우편사업특별회계","손익계정","세계잉여금","세계잉여금이입액","전년도세계잉여금","보전수입","71,158,000",0
"197","2026","과학기술정보통신부","우편사업특별회계","손익계정","재산수입","관유물대여료","건물대여료","일반수입","62,228,000",0
"198","2026","과학기술정보통신부","우편사업특별회계","손익계정","재산수입","관유물대여료","토지대여료","일반수입","1,540,000",0
"199","2026","과학기술정보통신부","우편사업특별회계","손익계정","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","557,000",0
"200","2026","과학기술정보통신부","우편사업특별회계","손익계정","재산수입","기타이자수입및재산수입","기타재산이자외수입","일반수입","3,387,000",0
"201","2026","과학기술정보통신부","우편사업특별회계","손익계정","재화및용역판매수입","잡수입","기타영업외잡수익","일반수입","1,208,000",0
"202","2026","과학기술정보통신부","우편사업특별회계","손익계정","정부내부수입및기타","예탁원금회수","기금예탁원금회수","내부거래수입(기금=>예산간거래)","430,000,000",0
"203","2026","과학기술정보통신부","우편사업특별회계","손익계정","정부내부수입및기타","예탁이자수입","기금예탁이자수입","내부거래수입(기금=>예산간거래)","19,357,000",0
"204","2026","과학기술정보통신부","우편사업특별회계","손익계정","정부내부수입및기타","전입금","기금전입금","내부거래수입(기금=>예산간거래)","6,810,000",0
"205","2026","과학기술정보통신부","우편사업특별회계","손익계정","정부내부수입및기타","전입금","일반회계전입금","내부거래수입(회계간거래)","16,008,000",0
"206","2026","과학기술정보통신부","우편사업특별회계","손익계정","정부내부수입및기타","전입금","특별회계전입금","내부거래수입(회계간거래)","1,576,519,000",0
"207","2026","과학기술정보통신부","우편사업특별회계","자본계정","관유물매각대","고정자산매각대","건물매각대","일반수입","3,003,000",0
"208","2026","과학기술정보통신부","우편사업특별회계","자본계정","관유물매각대","고정자산매각대","기계기구매각대","일반수입","1,316,000",0
"209","2026","과학기술정보통신부","우편사업특별회계","자본계정","관유물매각대","고정자산매각대","기타고정자산매각대","일반수입","16,000",0
"210","2026","과학기술정보통신부","우편사업특별회계","자본계정","관유물매각대","재고자산매각대및유동자산","유동자산매각대","일반수입","305,000",0
"211","2026","과학기술정보통신부","우편사업특별회계","자본계정","관유물매각대","토지및무형자산매각대","기타토지및무형자산매각대","일반수입","2,363,000",0
"212","2026","과학기술정보통신부","우편사업특별회계","자본계정","관유물매각대","토지및무형자산매각대","토지매각대","일반수입","28,253,000",0
"213","2026","과학기술정보통신부","우편사업특별회계","자본계정","세계잉여금","세계잉여금이입액","전년도세계잉여금","보전수입","17,388,000",0
"214","2026","과학기술정보통신부","우편사업특별회계","자본계정","재산수입","기타이자수입및재산수입","기타재산이자수입","일반수입","7,000",0
"215","2026","과학기술정보통신부","우편사업특별회계","자본계정","정부내부수입및기타","기타","감가상각비전입금","내부거래수입(회계내 계정간 거래)","104,946,000",0
"216","2026","과학기술정보통신부","원자력기금","원자력안전규제계정","경상이전수입","가산금","가산금","일반수입","6,000",0
"217","2026","과학기술정보통신부","원자력기금","원자력안전규제계정","경상이전수입","기타경상이전수입","기타경상이전수입","일반수입","10,760,000",0
